,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,DOB,GENDER,ID,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
822,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, Rb/, R/, /GG, R/, /GG",,FEMALE,43.0,11,8,0,right,G
823,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, Rb/, R/, /GG, R/, /GG",,FEMALE,43.0,12,8,1,right,G
824,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, Rb/, R/, /GG, R/, /GG",,FEMALE,43.0,13,9,0,left,R
825,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, Rb/, R/, /GG, R/, /GG",,FEMALE,43.0,14,10,0,right,G
826,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, Rb/, R/, /GG, R/, /GG",,FEMALE,43.0,15,10,1,right,G
827,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,0,0,0,left,R
828,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,1,0,1,left,B
829,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,2,1,0,right,G
830,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,3,1,1,right,B
831,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,4,2,0,left,R
832,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,5,2,1,left,B
833,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,6,3,0,right,G
834,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,7,3,1,right,B
835,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,8,3,2,right,B
836,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,9,4,0,right,G
837,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,10,4,1,right,B
838,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,11,5,0,left,R
839,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,12,5,1,left,B
840,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,13,6,0,right,G
841,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,14,6,1,right,B
842,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,15,7,0,left,R
843,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,16,7,1,left,B
844,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,17,8,0,right,G
845,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GBBb, /GB, RB/, /GB, RB/, /GB",,FEMALE,43.0,18,8,1,right,B
846,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,0,0,0,left,R
847,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,1,1,0,right,G
848,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,2,2,0,left,R
849,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,3,3,0,right,G
850,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,4,4,0,left,R
851,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,5,5,0,right,G
852,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,6,6,0,left,R
853,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,7,7,0,right,G
854,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,8,8,0,left,R
855,,SORT,"G/, /R, G/, /R, G/, /R, G/, /R","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",,MALE,45.0,9,9,0,right,G
856,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,0,0,0,left,R
857,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,1,1,0,right,G
858,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,2,2,0,left,R
859,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,3,2,1,left,R
860,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,4,3,0,left,R
861,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,5,3,1,left,R
862,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,6,3,0,right,G
863,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,7,4,0,right,G
864,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,8,5,0,left,R
865,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,9,6,0,left,R
866,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,10,7,0,left,R
867,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,11,8,0,right,G
868,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,12,9,0,right,G
869,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,13,10,0,right,G
870,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,14,11,0,right,G
871,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,15,12,0,right,G
872,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /G, RR/, RRGc/ , /G, R/, R/, R/, /G, /G, /G, /G, /G, /G",,MALE,45.0,16,13,0,right,G
873,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,0,0,0,left,R
874,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,1,0,1,left,B
875,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,2,1,0,right,G
876,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,3,1,1,right,B
877,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,4,2,0,left,R
878,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,5,2,1,left,B
879,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,6,3,0,right,G
880,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,7,3,1,right,B
881,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,8,4,0,left,R
882,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,9,4,1,left,B
883,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,10,5,0,right,G
884,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB",,MALE,45.0,11,5,1,right,B
885,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,0,0,0,left,R
886,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,1,1,0,left,R
887,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,2,1,1,left,R
888,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,3,2,0,left,R
889,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,4,3,0,left,R
890,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,5,4,0,left,R
891,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,6,5,0,right,G
892,,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, RR/, /Rc, R/, R/, /G, /G",,MALE,46.0,7,6,0,right,G
893,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","B/, G/, /R, /G, RR/",,MALE,46.0,0,0,0,left,B
894,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","B/, G/, /R, /G, RR/",,MALE,46.0,1,1,0,left,G
895,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","B/, G/, /R, /G, RR/",,MALE,46.0,2,2,0,right,R
896,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","B/, G/, /R, /G, RR/",,MALE,46.0,3,3,0,right,G
897,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","B/, G/, /R, /G, RR/",,MALE,46.0,4,4,0,left,R
898,,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","B/, G/, /R, /G, RR/",,MALE,46.0,5,4,1,left,R
